app_id,name,release_date,is_free,price_overview,type
605100,Renzo Racer,2019-08-28,0,"10,49",game
605110,VR Chair Games,2017-04-04,0,"2,29",game
605140,Kings of Lorn: The Fall of Ebris,2019-11-21,0,"32,99",game
605160,Perfect Plan,2017-03-30,0,"41,99",game
605170,GUNNVR Demo,2017-03-15,1,\N,demo
605180,Theory of Fear,2017-03-28,0,"20,70",game
605190,Getaway Island,2017-04-09,0,\N,game
605200,Kursk - Battle at Prochorovka,2017-07-13,0,"41,99",game
605210,The Last Tree,2017-05-31,0,"6,99",game
605230,Grey Hack,2017-12-14,0,"85,00",game
605250,Cluckles' Adventure,2017-04-10,0,"6,29",game
605300,Just Ignore Them Demo,2017-03-13,1,\N,demo
605310,Unearthing Mars VR,2017-06-22,0,"27,99",game
605410,Fear the Dead,2017-03-07,0,"4,49",game
605420,Ship It Demo,2017-09-02,1,\N,demo
605440,Darkarta: A Broken Heart's Quest Collector's Edition Demo,2017-03-08,1,\N,demo
605450,In Death,2018-10-02,0,"57,99",game
605490,One Hit KO,2017-04-05,0,"13,99",game
605570,Sketch! Run! Demo,2017-03-15,1,\N,demo
605610,Dawn,2017-03-31,1,\N,game
605660,Dark Train Demo,2017-03-15,1,\N,demo
605740,"Flashing Lights - Police, Firefighting, Emergency Services (EMS) Simulator",2023-05-15,0,"9,49",game
605770,Luna,2017-10-17,0,"28,99",game
605790,Queen's Tales: The Beast and the Nightingale Collector's Edition,2017-03-15,0,"19,99",game
605800,Skelattack,2020-06-02,0,"89,90",game
605830,Organ Quarter,2017-10-19,0,"36,99",game
605850,Pinball Inside: A VR Arcade Game,2017-03-08,1,\N,game
605860,Paper Toss VR,2017-03-09,0,"2,19",game
605890,Parallax Demo,2017-03-10,1,\N,demo
605920,VOLTED,2018-07-10,0,"9,90",game
605980,StarLightRiders: HyperJump,\N,0,"6,99",game
605990,Heart's Medicine - Hospital Heat,2017-05-23,0,"59,99",game
606000,Die for Valhalla!,2018-05-29,0,"38,49",game
606010,Weelco VR,2017-03-23,1,\N,game
606030,Meganoid,2017-03-29,0,"3,29",game
606060,Dark Tower,2017-03-14,0,"10,89",game
606140,Survived By,2018-12-05,0,\N,game
606150,Moonlighter,2018-05-29,0,"41,00",game
606160,ROUTINE,\N,0,\N,game
606170,Zarya and the Cursed Skull Demo,2017-03-08,1,\N,demo
606180,Viveport Video,2017-03-20,1,\N,game
606190,Nighthaw-X3000,2017-04-13,0,\N,game
606220,Dogolrax Demo,\N,1,\N,demo
606230,Thea 2: The Shattering,2019-05-13,0,"59,99",game
606280,Darksiders III,2018-11-27,0,"75,49",game
606290,SONAR Home Studio Demo,2017-10-19,1,\N,demo
606300,Divine Ascent,2017-04-11,0,"16,99",game
606330,Shadows 2: Perfidia,2017-03-24,0,"20,69",game
606350,Puttyface,\N,1,\N,game
606360,Mech Skeleton,2017-03-21,0,"8,39",game
606370,Romancing SaGa 2™,2017-12-15,0,"47,49",game
606480,Flood of Light,2017-06-15,0,"8,39",game
606490,Duck Life 6: Space,2017-05-04,0,"8,39",game
606500,HellSign,2021-02-24,0,"37,99",game
606510,Grisaia Phantom Trigger Vol.1,2017-04-27,0,"27,99",game
606520,Grisaia Phantom Trigger Vol.2,2017-04-27,0,"27,99",game
606670,Crowd Smashers,2017-05-04,0,"12,39",game
606680,Silver,2017-06-02,0,"11,99",game
606690,Ecchi Sketch: Draw Cute Girls Every Day!,2017-03-17,0,"22,99",game
606710,Sphinx and the Cursed Mummy,2017-11-10,0,"27,99",game
606720,Cosmic Kites,2017-09-07,0,\N,game
606730,Sine Mora EX,2017-08-08,0,"32,99",game
606740,Cosmic Kites Demo,2017-08-03,1,\N,demo
606790,Battle Bolts,2019-05-23,0,"20,69",game
606800,Startup Company,2020-04-10,0,"41,99",game
606850,VR Batting,2017-03-20,0,"19,99",game
606860,Nephise,2017-03-14,0,"3,49",game
606870,MetaMorph: Dungeon Creatures,2017-12-13,0,"19,99",game
606880,GreedFall,2019-09-09,0,"119,90",game
606890,Masters of Anima,2018-04-10,0,"3,73",game
606920,EXA: The Infinite Instrument,2020-01-14,0,"27,99",game
606940,Cyborg Tower Defense,2017-04-14,0,"10,89",game
606950,Army General,2017-04-26,0,"28,99",game
606960,CRIMSON METAL Classic 1999,2017-05-04,0,"24,99",game
606980,Potentia,2021-02-11,0,"14,99",game
607020,Last Heroes 4,2017-04-14,0,"23,50",game
607030,Jade's Journey 2,2017-05-12,0,"26,49",game
607040,Grimoire Chronicles,2017-04-20,0,"26,49",game
607050,Wargroove,2019-02-01,0,"59,99",game
607080,Psychonauts 2,2021-08-24,0,"249,00",game
607120,Police Quest: SWAT 2,2017-04-18,0,"21,38",game
607160,Luxin Time,2017-06-23,0,"4,49",game
607190,Dark: Frontier,2017-07-27,1,\N,game
607210,Possessed,2017-05-17,0,"17,45",game
607220,Suspended Workshops Demo,2017-03-14,1,\N,demo
607230,ClockwiZZZe,2017-05-01,0,"8,39",game
607260,McOsu,2017-03-20,1,\N,game
607330,Rangi,2017-08-03,0,"19,99",game
607350,Battlestage,2020-09-11,0,"22,79",game
607360,COG (Center Of Gravity),2017-03-27,1,\N,game
607400,Necrosphere,2017-08-31,0,"16,59",game
607440,Escape: VR,2017-04-12,0,"6,99",game
607460,Battle Snails,2017-12-05,1,\N,game
607490,HAUNTED: Halloween '86 (The Curse Of Possum Hollow),2017-03-28,0,"19,99",game
607540,Outbreak Demo,2017-03-10,1,\N,demo
607560,VRCURATOR,2017-03-15,0,"10,49",game
607590,Earthquake Simulator VR,2017-07-03,0,"6,29",game
607660,21 Days,2017-06-16,0,"4,29",game
607670,Puzzle Guardians,2017-04-18,0,"21,99",game
607680,Popap,2017-03-18,0,"2,19",game
607690,SourVR Video Player Deluxe Edition,2017-04-05,0,"10,49",game
607710,Alien Shooter TD Demo,2017-03-13,1,\N,demo
607730,Pathologic Demo,2017-03-14,1,\N,demo
607760,CyberDrifter,\N,0,"24,89",game
607770,Moonatees,2017-03-29,1,\N,game
607780,Toymaker,2017-03-24,0,"13,99",game
607820,Infinite Adventures®,2018-10-29,0,"28,99",game
607860,Kira,2017-03-22,1,\N,game
607880,Accel World VS. Sword Art Online Deluxe Edition,2017-09-12,0,"90,99",game
607890,Sword Art Online: Hollow Realization Deluxe Edition,2017-10-27,0,"90,99",game
608000,Buzz Aldrin: Cycling Pathways to Mars,2017-03-17,1,\N,game
608110,Null Vector,2018-05-03,0,"10,89",game
608120,AFTERBURN,2019-12-11,0,"32,99",game
608190,Frontier VR,2017-03-17,0,"10,49",game
608370,Drums Hero,2017-03-23,0,"36,99",game
608440,Volatile Triangle,2018-03-02,0,"6,99",game
608510,You Must be 18 or Older to Enter,2017-10-30,1,\N,game
608530,TARTARUS,2017-11-21,0,"36,99",game
608540,Blastercell,2017-05-10,0,"10,89",game
608610,Into the Ice,\N,0,\N,game
608630,PIXEL ZUMBI,2018-02-02,0,"4,49",game
608660,Psebay,2017-07-12,0,"18,89",game
608670,Miracle Mia,2019-08-22,0,"16,99",game
608740,Custom Town Demo,2017-03-21,1,\N,demo
608760,Doodle Devil,2017-05-25,0,"20,69",game
608800,Guns of Icarus Alliance,2017-03-31,0,"9,99",game
608870,Phantasma VR Director's Cut,2017-06-12,0,"20,69",game
608980,Arch Virtual HQ,2017-03-15,1,\N,game
608990,The Archotek Project,2017-04-28,1,Free,game
609010,Mech League Boxing,2018-01-10,0,"18,59",game
609100,Gold Rush! 2,2017-04-28,0,"26,49",game
609110,Blazing Chrome,2019-07-11,0,"47,24",game
609150,STAR OCEAN™ - THE LAST HOPE -™ 4K & Full HD Remaster,2017-11-28,0,"39,49",game
609170,Drummer Talent VR,2017-05-05,0,"36,99",game
609320,FAR: Lone Sails,2018-05-17,0,"4,69",game
609340,Twilight Phenomena: The Lodgers of House 13 Collector's Edition,2017-03-27,0,"19,99",game
609360,Gravity Garden,2019-11-04,1,\N,game
609380,Prey Demo,2017-08-16,1,\N,demo
609400,City Rush,2017-03-22,0,"19,99",game
609410,Iron Tides,2017-07-24,0,"6,49",game
609420,Never Give Up,2019-08-13,0,"46,99",game
609470,Rite of Life Demo,2017-03-23,1,\N,demo
609490,Minit,2018-04-03,0,"8,24",game
609720,Tyr: Chains of Valhalla,2018-05-08,0,"22,79",game
609760,The Eagle's Heir,2017-03-30,0,"20,49",game
609770,The Eagle's Heir Demo,2017-03-30,1,\N,demo
609850,Slinger VR,2020-04-23,0,"28,99",game
609920,Hotshot Racing,2020-09-10,0,"37,99",game
609940,KROSMAGA,2017-04-12,1,\N,game
609980,Verdict Guilty - 유죄 평결 Demo,2017-03-17,1,\N,demo
610080,Realm Grinder,2017-06-15,1,\N,game
610090,Gnomelings: Migration,2017-06-12,0,"10,89",game
610110,Love Story: Letters from the Past,2017-03-29,0,"14,49",game
610120,Little Kite,2017-09-14,0,"13,99",game
610130,UltraGoodness,2017-06-02,0,"16,99",game
610180,The Jackbox Party Pack 4,2017-10-18,0,"73,99",game
610190,WARRIORS ALL-STARS,2017-08-29,0,"105,99",game
610210,Planetes,2018-08-28,0,"34,44",game
610250,Glitch's Trip,2020-08-26,0,"1,97",game
610260,American VR Coasters,2017-07-07,0,"4,49",game
610310,Star Story: The Horizon Escape,2017-09-05,0,"27,99",game
610340,CyberLink ScreenRecorder 3 Deluxe,2018-05-22,0,\N,game
610350,Poker Show VR,2017-05-30,0,"6,49",game
610360,Zup! Zero,2017-04-06,0,"6,99",game
610370,Desperados III,2020-06-16,0,"107,99",game
610380,Ratty Catty,2017-09-19,0,"16,44",game
610410,PAWARUMI,2018-01-30,0,"28,99",game
610460,Rise of Balloons,2017-05-18,0,\N,game
610480,Trailmakers Beta,\N,1,\N,game
610500,Willy-Nilly Knight,2017-11-10,0,"46,99",game
610550,Hidden Expedition: The Pearl of Discord Collector's Edition,2017-04-08,0,"20,69",game
610560,Tales of the Lumminai,2017-12-08,0,"23,50",game
610570,Paradox Soul,2018-02-09,0,"16,99",game
610610,PacaPlus,2017-03-30,0,"32,99",game
610620,Too Loud: Chapter 1,2019-07-10,1,\N,game
610660,Russian Roads,2018-01-04,0,"6,99",game
610670,Alchemyland,2017-08-02,0,"3,49",game
610680,Starway Fleet,2017-08-29,0,"8,27",game
610720,Mechatronika,\N,0,\N,game
610730,The Chosen Warriors,2020-08-17,0,"2,09",game
610740,SuperCluster: Void,2017-05-15,0,"10,49",game
610750,Games&Girls,2017-04-18,0,"4,29",game
610780,Crazy Buggy Racing,2017-04-12,0,"16,99",game
610810,Your Friend Hana,2017-04-06,0,"3,49",game
610840,JASEM: Just Another Shooter with Electronic Music,2017-10-19,0,"22,99",game
610860,Shogo: Mobile Armor Division,2017-04-14,0,"19,99",game
610900,Sumatra: Fate of Yandi,2019-05-14,0,"26,49",game
610940,iStorm,2017-04-16,1,\N,game
610960,红石遗迹 - Red Obsidian Remnant,2017-09-04,0,"17,99",game
610980,The Midnight Sanctuary,2018-10-03,0,"5,99",game
610990,The Midnight Sanctuary Demo,2017-05-01,1,\N,demo
611020,CityBattle | Virtual Earth,2018-10-02,1,\N,game
611040,Tube Tycoon,2018-03-28,0,"35,79",game
611050,Moriarty: Endgame VR,2017-03-31,0,"4,49",game
611060,ECHOPLEX,2018-03-15,0,"28,99",game
611080,Gappo's Legacy VR,2017-09-07,0,"17,99",game
611090,Boofle's Home,2017-03-27,1,\N,game
611120,IKEA VR Pancake Kitchen,2017-05-29,1,\N,game
611140,Dark Passenger,2017-04-26,0,"16,99",game
611160,Karnage Chronicles,2020-07-31,0,"45,99",game
611180,Super Street: The Game,2018-09-11,0,"47,49",game
611190,ROGUE SHIFT,2023-02-09,0,"32,99",game
611200,Zeppelin VR,\N,1,\N,game
611220,Crimson Hills,\N,0,\N,game
611230,Heathen - The sons of the law,2018-12-18,0,"34,99",game
611300,Task Force,2022-08-27,0,\N,game
611350,Evil Tag,2017-04-07,0,"3,49",game
611390,Anicon - Animal Complex - Sheep's Path,2018-08-03,0,"15,99",game
611500,Quake Champions,2022-08-18,1,\N,game
611550,Underground Keeper 2,2020-06-29,0,"11,99",game
611620,TheNightfall,2018-01-12,0,"47,49",game
611630,Grave Chase,2017-09-20,0,"11,99",game
611640,Mono,2017-03-24,0,\N,game
611650,Mono Demo,2017-03-22,1,\N,demo
611660,Fallout 4 VR,2017-12-11,0,"199,99",game
611670,The Elder Scrolls V: Skyrim VR,2018-04-02,0,"49,99",game
611690,Invicta Beam,2017-04-04,0,"20,69",game
611710,Kaiju Big Battel: Fighto Fantasy,2018-10-30,0,"32,99",game
611720,Practisim VR,2017-05-19,0,"36,99",game
611730,Galactic Feud,2018-07-18,0,"13,79",game
611750,Welcome to Hanwell,2017-10-20,1,\N,game
611760,Don't Escape: 4 Days to Survive,2019-03-11,0,"46,99",game
611770,Void Source,2020-08-22,0,"10,89",game
611790,House Party,2022-07-15,0,"37,49",game
611800,Jidousha Shakai,2017-04-28,0,\N,game
611810,THE LAST HUNT,2018-02-22,0,"11,99",game
611820,Xenosis: Alien Infection,\N,0,\N,game
611830,Park Bound,2017-11-30,0,"27,99",game
611850,Tragedy of Prince Rupert,2017-07-26,0,"13,79",game
611860,Aborigenus,2018-10-17,0,"9,16",game
611960,Pilam Sky,2018-02-22,0,"8,69",game
611970,TimeToDie,2017-08-08,0,"36,99",game
611980,Oik 2,2017-03-28,0,"2,40",game
612010,Duel VR,2017-04-30,0,"19,99",game
612020,Zombidle : REMONSTERED,2017-05-30,1,\N,game
612030,Harvest Simulator VR,2017-11-25,0,"10,89",game
612040,Duel on Board,2021-03-04,0,"16,59",game
612050,VRIQ,2017-05-03,1,\N,game
612060,Indie Dream,2019-07-26,0,"2,29",game
612100,These nights in Cairo,2017-10-17,0,"13,24",game
612110,Sweet fantasy,2017-04-04,0,"8,49",game
612120,Darwin's bots: Episode 1,2017-03-27,0,"15,99",game
612130,Linkage,\N,0,\N,game
612140,Weebish Mines,2017-04-20,0,"6,29",game
612150,Conran - The dinky Raccoon,2017-04-13,0,"10,89",game
612160,Splinter Zone,2017-06-01,0,"10,89",game
612170,One Eyed Kutkh,2017-03-30,0,"6,29",game
612180,See Light,\N,0,\N,game
612190,Fastigium: Dead End,2017-03-31,0,"10,49",game
612220,Chaos Edge,2017-04-04,0,"13,99",game
612230,Modern Assault Tanks,2021-07-11,1,\N,game
612250,Eastwood VR,2017-05-15,0,"8,39",game
612280,New York Mysteries: Secrets of the Mafia Demo,2017-05-08,1,\N,demo
612300,Sudden Strike Gold,2017-05-22,0,"24,00",game
612310,GORB,2017-04-07,0,"2,29",game
612370,PAKO 2,2017-11-16,0,"12,39",game
612380,Cryptocracy,2017-04-11,0,"5,00",game
612390,Dandara: Trials of Fear Edition,2018-02-06,0,"11,74",game
612400,The Last Night,\N,0,\N,game
612420,Vikings - Wolves of Midgard Demo,2017-03-24,1,\N,demo
612440,The Cable Center - Virtual Archive,2017-04-06,1,\N,game
612470,Bio Inc. Redemption,2018-03-08,0,"25,99",game
612510,The Far Frontier,2017-10-26,0,"6,29",game
612520,Sudden Strike 2 Gold,2017-05-22,0,"24,00",game
612540,Sudden Strike 3,2017-05-22,0,"24,00",game
612570,Fort Triumph,2020-04-16,0,"37,99",game
612590,Mouse Playhouse,2017-03-31,1,\N,game
612600,Drone Fighters,2017-04-21,0,"14,49",game
612610,Bombinator,2017-05-05,1,\N,game
612620,Detective Butler: Maiden Voyage Murder,2017-05-26,1,\N,game
612640,Dunk Lords,2020-03-18,0,"20,69",game
612660,Just Us,\N,0,\N,game
612670,Moonfall,2017-04-12,0,\N,game
612720,SAELIG,2017-06-30,0,"28,99",game
612740,Bokida - Heartfelt Reunion,2017-05-17,0,"20,69",game
612750,Scorb VR,2017-11-10,0,"29,99",game
612790,INFINITI VR,2017-03-28,1,\N,game
612810,VALIANT KNIGHTS Typing Battle,2017-03-27,0,\N,game
612820,Fallen Legion: Rise to Glory,2018-01-05,0,"57,99",game
612830,Like Clay Demo,2017-03-22,1,\N,demo
612840,Boxplosion,2018-01-15,0,"6,99",game
612850,The Letter Demo,2017-08-01,1,\N,demo
612880,Wolfenstein II: The New Colossus,\N,0,"155,00",game
612890,Link Twin,2017-04-13,0,"8,39",game
612930,Fight of Gods,2019-03-28,0,"45,99",game
612950,Shadows Peak Demo,2017-03-31,1,\N,demo
612970,The Keep Demo,2017-03-22,1,\N,demo
613010,Secret in Story,2017-06-19,0,"3,49",game
613020,Gem Hunter,2017-04-28,0,"11,99",game
613040,A Lost Room,2017-04-05,0,"16,99",game
613050,Laser Grid,\N,0,\N,game
613100,House Flipper,2018-05-17,0,"73,99",game
613120,Tank Battle: East Front,2017-03-31,0,"20,69",game
613130,Mega Overload VR,2017-04-18,0,"27,99",game
613190,Unworthy,2018-05-29,0,"28,99",game
613200,Dead Days,2017-03-31,0,"6,29",game
613210,BlobCat,2017-08-31,0,"19,99",game
613220,Steam 360 Video Player,2017-05-10,1,\N,game
613240,Stonekeep,2017-03-24,0,"19,99",game
613270,Dinosis Survival,2017-07-07,0,"10,49",game
613330,Blackjack Bailey VR,2017-04-27,0,"10,89",game
613340,johns.game Demo,2017-04-18,1,\N,demo
613350,Punished Talents: Seven Muses Collector's Edition,2017-03-31,0,"19,99",game
613370,Upside-Down Dimensions,\N,0,"29,99",game
613390,DUNGEONS OF CHAOS,2017-09-15,0,"17,99",game
613400,Sakeretsu,2017-06-21,0,"4,49",game
613410,Delphinia Chronicle,2017-06-15,0,"10,49",game
613420,BOROS,2017-04-06,0,"10,49",game
613450,Please Knock on My Door,2017-09-07,0,"25,99",game
613470,The Inner World - The Last Wind Monk,2017-10-20,0,"59,99",game
613510,Real Stories from the Grave: Maleficium,\N,0,\N,game
613550,Brain-training Game – Cerevrum,2017-03-28,0,"13,99",game
613590,Dungeon Of Zaar - Open Beta,2018-04-16,1,\N,game
613610,Silver Island,2017-03-28,0,"12,39",game
613620,Hoverloop,2018-01-29,1,\N,game
613670,The Chronicles of Dragon Wing - Reborn,2017-08-15,0,"36,99",game
613730,Need For Drink,2017-11-03,0,"4,49",game
613790,RED CUBE VR,\N,0,"17,99",game
613830,CHRONO TRIGGER®,2018-02-27,0,"49,99",game
613850,Radiant Crusade,2017-04-05,0,"16,59",game
613860,Tank On Tank Digital  - West Front,2017-05-09,0,"28,99",game
613880,Zoo Tycoon: Ultimate Animal Collection,2018-09-14,0,"37,99",game
613900,Museum of Other Realities,2020-02-26,1,\N,game
613970,Bravery: Rise of The Last Hero,2017-05-25,0,"9,99",game
613980,Top Secret,2017-11-27,0,"6,49",game
614010,Queendoom Demo,2017-03-24,1,\N,demo
614030,Rhythm Rush!,2017-04-24,0,"2,29",game
614050,Clumsy Knight 2,2017-04-06,0,"6,29",game
614090,Deadbeat Heroes,2017-10-10,0,"64,90",game
614100,Heroes of Paragon,2017-07-05,0,\N,game
614130,Command: Chains of War,2017-05-18,0,\N,game
614140,Illusoria,2017-05-30,0,"2,29",game
614150,Train Harder,2017-04-21,0,"37,99",game
614160,Bug Invaders,2018-01-23,0,"2,29",game
614230,Rhythm Rush Demo,2017-11-01,1,\N,demo
614250,Carrier,2017-08-31,1,\N,game
614260,Gates Of Nowhere,2018-07-06,0,"6,20",game
614380,Haunted Manor: Lord of Mirrors Collector's Edition,2017-04-03,0,"20,69",game
614450,Bellatia,2020-05-06,0,"37,99",game
614460,Amber Tail Adventure,2017-04-05,0,"2,37",game
614530,Garden Tale,2017-09-13,0,"3,99",game
614550,Golden Panic,2017-06-21,0,\N,game
614560,Battleship Bishojo,2017-03-29,0,"25,99",game
614570,Dishonored®: Death of the Outsider™,2017-09-14,0,"89,99",game
614630,Tiny Rails,2018-05-28,0,"19,99",game
614650,Midnight Calling: Anabel Collector's Edition,2017-04-06,0,"20,69",game
614660,Magic Technology,2018-01-29,0,"6,49",game
614700,Nightmare Grotto,2017-05-18,0,"17,99",game
614730,Spy DNA,\N,0,\N,game
614770,Beachhead: DESERT WAR,2017-05-01,0,"5,24",game
614830,ViveSpray 2,2017-12-27,0,"17,99",game
614850,Power Fist VR,2017-07-12,0,"23,99",game
614860,XAOC,2017-08-03,0,\N,game
614880,Battle for Enlor,2017-04-19,0,"6,49",game
614890,Cuit,2017-04-24,1,\N,game
614900,Devade,2017-03-29,0,"3,49",game
614910,#monstercakes,2017-05-05,0,"3,49",game
614950,Shootout on Cash Island,2018-01-18,0,"2,09",game
614960,NEONomicon,2017-06-01,0,"1,74",game
614970,Qbike: Cyberpunk Motorcycles,2017-07-28,0,\N,game
615010,Runic Rampage - Action RPG,2017-05-17,0,"4,70",game
615020,King of the World,2018-10-22,1,\N,game
615030,Davyria: Heroes of Eternity Demo,2017-03-31,1,\N,demo
615070,Dealey Plaza Paintball,2019-08-07,0,"10,49",game
615080,Runaway Train,2017-07-14,0,"6,49",game
615100,The Crown of Leaves Demo,2017-06-28,1,\N,demo
615120,COMPOUND,2022-07-19,0,"36,99",game
615150,Twist of Destiny,2017-04-13,0,"6,49",game
615160,The Adventures of Alvis,2017-04-03,1,\N,game
615180,Firewood,2017-07-31,0,"10,49",game
615250,M.A.X.: Mechanized Assault & Exploration,2017-04-07,0,"19,99",game
615270,Star Rage VR,2017-09-29,0,"37,99",game
615330,Happy Penguin VR,2017-03-29,0,"2,29",game
615340,Mystic Journey: Tri Peaks Solitaire,2017-05-11,1,\N,game
615350,Scarlett Mysteries: Cursed Child,2017-06-08,0,"46,99",game
615360,I was rebuilt Demo,2017-03-29,1,\N,demo
615390,Encounter of Galaxies,2017-04-17,0,"4,29",game
615400,Make It Rain: Love of Money,2018-05-25,1,\N,game
615460,Bitcoin VR,2017-03-31,1,\N,game
615490,I'm Awesome,2017-06-07,0,"6,99",game
615530,"Love, Money, Rock'n'Roll",2022-08-04,0,"32,99",game
615550,StratoBash,2017-06-02,0,"13,79",game
615590,Solaright,2017-04-13,0,"19,99",game
615610,Orbt XL,2017-04-21,0,"3,49",game
615630,The Sniper VR,2017-08-25,0,"10,89",game
615650,The Professor Presents: #GotHandles,2017-04-13,1,\N,game
615670,SOLITUNE,2017-04-25,0,"6,99",game
615680,Vagrant Hearts Zero,2017-04-28,0,"23,50",game
615690,Inferno,2020-10-01,0,"23,50",game
615700,A Plunge into Darkness,2020-03-19,0,"2,58",game
615730,Nancy Drew®: The Final Scene,2017-04-18,0,"32,99",game
615770,Nancy Drew®: Message in a Haunted Mansion,2017-05-01,0,"20,69",game
615780,Nancy Drew®: Treasure in the Royal Tower,2017-05-22,0,"20,69",game
615910,Katana X,2017-06-09,0,"4,49",game
615960,COMPOUND Demo,2017-04-03,1,\N,demo
615970,Displaced,2017-07-26,0,"11,99",game
616000,Riptale,2017-04-27,0,"11,99",game
616030,Eventide Night,2017-05-04,0,\N,game
616040,Tales of the Tiny Planet,2017-08-03,0,"3,29",game
616050,Hello inc VR,2017-04-13,0,"27,99",game
616110,SPACEPLAN,2017-05-03,0,"3,46",game
616220,Hide vs. Seek,2017-08-07,1,\N,game
616240,Premium Pool Arena,2017-04-14,0,"35,99",game
616250,Crystalline,2018-08-22,0,"14,99",game
616330,埋葬 DIG A BOO,2017-07-05,0,"13,79",game
616390,Zodiac Hentai - Hellish Memory,2023-10-23,0,"3,49",game
616420,Edge of Atlantis,\N,0,\N,game
616490,Post War Dreams,2019-09-27,0,"3,71",game
616520,Cheap Golf,2018-11-05,0,"16,99",game
616560,Ultimate Epic Battle Simulator,2017-06-01,0,"28,99",game
616580,War Girl,\N,0,\N,game
616610,GetMeBro!,2020-04-29,1,\N,game
616620,Forest Fortress,2018-04-04,0,"9,39",game
616640,B-12,2019-07-12,1,\N,game
616650,RetroFighter VR,2017-05-06,0,"2,29",game
616660,VR Coaster Extreme,2017-04-18,0,"10,49",game
616680,Monster Showdown,2022-01-26,0,"28,99",game
616690,BRKÖUT,2017-09-29,0,"6,29",game
616700,Rage of Car Force: Car Crashing Games,2020-07-30,1,\N,game
616720,Live2DViewerEX,2021-12-31,0,"19,00",game
616730,NEKO-NIN exHeart Demo,2017-04-03,1,\N,demo
616740,克莉丝的炎之信仰 Cryste: the Faith of Fire Vol.1,2017-05-17,0,"20,69",game
616750,1943 Deadly Desert,2018-05-15,0,"32,99",game
616780,Age of Space,\N,0,\N,game
616810,Maski VR,2017-05-22,1,\N,game
616820,District Steel,2023-02-16,0,"50,00",game
616830,Cartoon Strike,2020-10-14,1,\N,game
616860,Magic Heroes: Save Our Park,2017-04-18,0,"15,99",game
616880,No Stick Shooter,2017-05-17,0,"2,29",game
616890,VR Slugger: The Toy Baseball Field,2017-06-08,0,"7,69",game
616920,BatMUD,2019-11-19,0,"10,89",game
617010,Phantom Trigger Demo,2017-07-21,1,\N,demo
617020,OMEGA PATTERN - VISUAL NOVEL,2017-05-26,0,"18,99",game
617030,Landless,2017-05-10,0,"28,99",game
617060,Virush,2017-06-08,0,"11,99",game
617070,"Love, Money, Rock'n'Roll Demo",2017-04-06,1,\N,demo
617160,Home Sweet Home,2017-09-26,0,"49,99",game
617200,Crystalline Demo,2017-04-06,1,\N,demo
617270,Hoggy 2,2017-05-10,0,"16,99",game
617290,Remnant: From the Ashes,2019-08-19,0,"75,49",game
617350,Samurai Forge,\N,1,\N,game
617360,Station Architect,2017-09-12,1,\N,game
617420,Animal Rivals,2017-04-19,0,"14,49",game
617430,A Butterfly in the District of Dreams,2017-05-12,0,"32,99",game
617440,Arcade Mayhem Juanito,2017-08-03,0,"19,99",game
617450,Trollskog,2019-08-19,0,"24,89",game
617480,Tower of Time,2018-04-12,0,"5,59",game
617540,OMEGA PATTERN - VISUAL NOVEL Demo,2017-05-05,1,\N,demo
617550,Prism,2017-06-19,0,"93,99",game
617560,DreamPlan,2017-04-21,0,"75,49",game
617570,Switch,2017-06-23,0,"75,49",game
617580,PhotoPad,2017-05-05,0,"93,99",game
617590,Affliction,2018-06-25,0,"3,49",game
617600,VR Interior Designer Pro,2017-04-04,1,\N,game
617610,Japanese Women - Animated Jigsaws,2017-04-10,0,"1,99",game
617620,Disturbed: Beyond Aramor,2018-05-18,0,"14,99",game
617630,Shadow Mist,2017-05-10,0,"10,49",game
617640,Forged of Blood,2019-08-01,0,"46,99",game
617650,AlphaLink,2022-12-15,0,"20,49",game
617660,Dong-Jin Rice-hime（東津萌米）,2017-04-28,0,"36,99",game
617670,Zup! S,2018-11-15,0,"6,99",game
617680,Drunk-Fu: Wasted Masters,2018-08-17,0,"19,99",game
617690,Endless Winter,2017-06-01,0,"16,59",game
617700,Weed Shop 2,2017-03-30,0,"32,99",game
617710,Cannons-Defenders: Steam Edition,2017-04-07,0,"3,49",game
617730,Home Sweet Home Demo,2017-07-30,1,\N,demo
617750,Neurowake,2017-07-21,0,"36,99",game
617820,7 days with Death,2017-10-13,0,"32,99",game
617830,SUPERHOT VR,2017-05-25,0,"59,99",game
617850,Jaws Of Extinction™,2019-05-23,0,"37,99",game
617970,Love Bites,2018-06-01,0,"14,99",game
617980,Summer In Trigue,2021-10-18,0,"54,99",game
617990,Thieves Of Dingirra,\N,0,\N,game
618000,The Curse Of Mantras,2022-03-14,0,"73,99",game
618010,Volleyball Heaven,2020-07-22,0,"54,99",game
618050,To The Light,2017-07-03,0,"26,99",game
618070,Jet Buster,2017-10-24,0,"19,99",game
618080,Martial Arts Brutality,2018-01-31,1,\N,game
618100,Feral Blue,2019-10-22,0,"37,99",game
618110,Toymaker Demo,2017-04-07,1,\N,demo
618140,Barro,2018-03-28,0,"1,74",game
618190,People Eater,2017-07-25,0,"17,99",game
618200,Skylands,2018-04-23,0,"3,49",game
618210,Lanternium,2019-04-22,0,"26,49",game
618270,Spiritlands,2018-03-29,0,"20,49",game
618310,AFTERGRINDER,2017-07-18,0,"10,49",game
618330,Within the Cosmos,\N,0,"46,99",game
618350,Personal Disco VR,2017-04-06,0,"18,59",game
