app_id,name,release_date,is_free,price_overview,type
1181140,PerfectLover,2019-11-21,0,"27,89",game
1181150,PerfectLover Demo,2019-11-07,1,\N,demo
1181160,Impossiball - Gamers Challenge,2019-12-16,0,"6,49",game
1181220,aMAZE Gears 2,2019-11-04,0,"6,99",game
1181270,God of Gym,2020-01-03,0,"3,49",game
1181280,EBONY,2019-11-19,0,"23,50",game
1181290,Aria Dating Simulator,2019-11-17,0,"2,29",game
1181300,Abda Redeemer: Space alien invasion,2021-10-26,0,"32,99",game
1181330,D3D INSIDE,2019-11-06,0,"2,54",game
1181360,Elette Fragments,2019-11-28,0,"6,49",game
1181390,ID-EGO,2019-11-24,0,"16,59",game
1181400,Path of Giants,2020-02-14,0,"5,57",game
1181430,Kiss Upload,\N,0,\N,game
1181440,ToGather:Island,2019-12-03,0,"28,99",game
1181470,My Haunted Doll,2019-11-22,0,"14,29",game
1181490,Blue Lemon,\N,1,\N,game
1181500,Blue Lemon Demo,2019-10-26,1,\N,demo
1181510,OS Omega: Retro Shooter,2020-04-23,0,"23,50",game
1181520,Null & Peta -Invasion of the Queen Bug-,2020-01-30,0,"59,99",game
1181550,Carnival Hunt,\N,0,\N,game
1181570,Feria d'Arles,2019-12-06,0,"13,79",game
1181600,Jetboard Joust,2020-10-23,0,"2,99",game
1181610,Roto Force,2023-07-18,0,"10,59",game
1181640,Project Exhibited,2020-06-16,1,\N,game
1181650,Have a Blast,2021-08-26,0,"16,59",game
1181690,Annum Crossroads,\N,0,\N,game
1181700,Scrambled Demo,2019-10-25,1,\N,demo
1181750,THE VR CANYON,2020-01-07,0,"4,49",game
1181760,Sky Labyrinth Demo,2019-10-25,1,\N,demo
1181780,Ascendants Rising,2021-06-25,0,"37,99",game
1181790,Circle of Sumo: Online Rumble!,2020-10-17,1,\N,game
1181800,PlayBound,\N,0,\N,game
1181820,Colossal Saga,2020-07-01,0,"30,99",game
1181830,Urtuk: The Desolation,2021-02-27,0,"38,49",game
1181840,HIVESWAP: ACT 2,2020-11-25,0,"28,99",game
1181880,Draconic Echoes: The Ardent War,2019-12-04,0,"10,89",game
1181900,Cave Confectioner,2021-03-16,0,"10,49",game
1181910,Halloween Chronicles: Evil Behind a Mask Collector's Edition,2019-10-25,0,"20,69",game
1181940,Cursed Pagoda,2020-02-26,0,"20,69",game
1181970,Kamodo Steve: Janitor on Fire!,2020-07-20,0,"20,69",game
1182020,WGT Golf,2020-04-13,1,\N,game
1182040,3 Blind Mice: A Remediation Game for Improper Children,2019-11-07,1,\N,game
1182060,Heavens Tournament,2020-10-17,0,"13,79",game
1182070,Majula Frontier: The Offense,2019-12-04,0,\N,game
1182090,Mr. Pumpkin 2: Kowloon walled city,2019-11-13,0,"5,12",game
1182110,Weed Shop 3,2022-04-20,0,"59,99",game
1182150,Neon Abyss Demo,2019-10-30,1,\N,demo
1182200,Hidden World of Art 2,2019-11-29,0,"20,49",game
1182210,Space electrician,2019-11-26,0,"6,99",game
1182220,The Demon - Nicolas Eymerich Inquisitor Audiogame Demo,2019-10-31,1,\N,demo
1182260,Kukui 2,2020-10-02,0,"28,99",game
1182280,Foodtruck Arena,2021-07-02,0,"32,99",game
1182310,The Excavation of Hob's Barrow,2022-09-28,0,"28,99",game
1182370,Mr. Hopp's Playhouse,2019-11-15,1,\N,game
1182410,Purgatory Guardian,\N,0,\N,game
1182420,VED,\N,0,"73,99",game
1182450,怪奇幻想夢物語 怪獣綺譚 誘宵地獄 Demo,2019-10-31,1,\N,demo
1182470,reky,2020-05-27,0,"2,09",game
1182530,Shadows on the Vatican: Nightingale,2021-07-27,0,"10,49",game
1182550,Garden Story: Autumn Town Demo,2019-11-12,1,\N,demo
1182590,Hueor,2019-12-11,0,"2,29",game
1182620,Impostor Factory,2021-09-30,0,"16,49",game
1182670,Haunted Hotel: Room 18 Collector's Edition,2019-11-01,0,"20,69",game
1182690,A Dark World: The Glowing City,2019-11-16,0,"28,99",game
1182720,GO-4-Soldier-1,2019-12-02,0,"6,49",game
1182730,KiKi's adventure Demo,2019-11-19,1,\N,demo
1182760,Starlight,2019-11-24,0,"2,29",game
1182770,Caves and Castles: Underworld,2019-11-06,0,"14,49",game
1182790,Grudge TV,2019-11-23,1,\N,game
1182820,Miracle Calamity Homeostasis,2019-11-28,1,\N,game
1182830,QT,2020-01-23,0,"18,62",game
1182840,CONCLUSE 2 Demo,2019-11-18,1,\N,demo
1182860,Aiyana,\N,0,"29,99",game
1182890,Dunmakia Kingdom,2020-01-19,0,"38,99",game
1182900,A Plague Tale: Requiem,2022-10-17,0,"62,96",game
1182970,VR Katherine,2019-12-06,0,"20,69",game
1183010,Listeria Wars,2022-12-08,0,"20,49",game
1183030,Layers of Fear VR,2019-12-10,0,"37,99",game
1183140,Planet Lander,2019-11-08,0,"3,49",game
1183160,Quantum Runners,2021-08-10,0,"28,99",game
1183170,All World Pro Wrestling,2019-12-02,0,"23,50",game
1183180,All World Pro Wrestling Demo,2019-12-01,1,\N,demo
1183200,Portal Dogs,2020-02-25,0,"8,69",game
1183210,Through The Unknown,2020-01-17,0,"8,69",game
1183220,Stormborn,\N,0,\N,game
1183230,A Pirate's Pleasure,2019-12-02,0,"23,50",game
1183240,Image Compressor,2019-11-08,0,"6,99",game
1183250,A Pirate's Pleasure Demo,2019-12-01,1,\N,demo
1183260,TrymenT ―献给渴望改变的你― AlphA篇,2020-02-20,0,"87,99",game
1183270,Cirrata,\N,0,\N,game
1183280,Jazz Age,2019-12-02,0,"16,99",game
1183290,Jazz Age Demo,2019-12-01,1,\N,demo
1183300,Dawnfall,2019-12-02,0,"20,49",game
1183310,Dawnfall Demo,2019-12-01,1,\N,demo
1183320,Bundle Kitt,2019-11-07,1,\N,game
1183350,Relivium,\N,0,\N,game
1183410,you are pig sitter,2020-01-22,0,"8,69",game
1183420,Monochrome World,2020-05-07,0,"20,69",game
1183460,Ducks in Space Demo,2019-11-01,1,\N,demo
1183470,Imperiums: Greek Wars,2020-07-30,0,"23,99",game
1183480,Bonsai Castles,2021-04-29,0,"46,99",game
1183500,Puppy Cross,2020-02-11,0,"16,99",game
1183510,Little Town Hero,2020-07-09,0,"132,99",game
1183530,Go Fight Fantastic,2024-03-26,0,"18,79",game
1183560,GO HEROES,\N,0,\N,game
1183580,Terra Alia: The Language Discovery RPG,2021-05-14,0,"46,99",game
1183600,King rocket,2019-11-26,0,"6,99",game
1183650,PM-1 Inverse Universe,2019-12-25,0,"2,29",game
1183670,Angry Zombies,2020-02-27,0,"6,99",game
1183700,Biolum,2021-12-02,0,"16,59",game
1183730,Akash: Path of the Five Demo,2019-10-31,1,\N,demo
1183740,散歩するキーボード使い,2019-11-21,1,\N,game
1183750,Liquid Space,2019-12-15,1,\N,game
1183800,Shardpunk,2023-04-13,0,"26,69",game
1183820,Steels Sandbox Demo,\N,1,\N,demo
1183840,Dungeon of Rikka,2020-12-07,0,"10,89",game
1183850,Pneumata,2024-09-19,0,"101,99",game
1183860,Shardpunk Demo,2020-08-25,1,\N,demo
1183930,Yukinas Diary Demo,2021-10-22,1,\N,demo
1183980,Escape from the Lostmoon,2019-11-16,0,"3,49",game
1183990,Bot Net: Ramshackle Robotics Demo,2019-10-26,1,\N,demo
1184010,Monsters Mall,2021-01-29,0,"2,50",game
1184040,D1896,2019-11-15,0,"10,89",game
1184050,Gears Tactics,2020-04-28,0,"149,00",game
1184070,Overrun,2020-03-19,0,"6,49",game
1184080,Money Makes Money Demo,2019-11-12,1,\N,demo
1184090,Belly Dance Girl,2021-05-04,0,"2,29",game
1184110,刀锋突袭,2019-11-20,0,"8,69",game
1184140,KartRider: Drift,2023-01-09,0,\N,game
1184150,Suez Canal Girl,\N,0,\N,game
1184160,RUSSIAPHOBIA,2020-12-25,0,"1,74",game
1184190,Knockout Bowling VR,2020-08-10,0,"8,69",game
1184210,Fragile,2020-11-11,0,"20,69",game
1184230,Cross Border VR,2019-11-20,0,"13,79",game
1184250,Finnish Army Simulator,2023-01-13,0,"88,99",game
1184260,Warchasm,2020-06-12,0,"41,99",game
1184310,Slippery Sausage,2019-12-16,0,"2,29",game
1184320,FIT Food,2020-07-28,1,\N,game
1184360,Heavy load,2019-11-30,0,"6,99",game
1184370,Pathfinder: Wrath of the Righteous - Enhanced Edition,2021-09-02,0,"59,99",game
1184380,Togainu no Chi Demo,2020-02-25,1,\N,demo
1184400,Succubus Waifu,2019-11-27,0,"26,49",game
1184420,天降锦鲤 ~ My Lucky Koi,2019-11-22,0,"10,89",game
1184450,Magic of Autumn,2020-02-17,0,"1,74",game
1184460,Race! Make 'm finish...,2022-05-03,0,"4,49",game
1184470,ASTROPUPPA,2019-12-06,0,"539,99",game
1184480,Inertial Drift,2020-09-11,0,"59,99",game
1184500,YUKI Space Ranger,2021-07-22,0,"46,99",game
1184530,Aurora - Hidden Colors,2021-09-02,0,"19,99",game
1184550,TERMINAL VR,2019-12-17,0,"28,99",game
1184560,Phantom Breaker: Omnia,2022-03-14,0,"59,99",game
1184570,Last Neighbor,2019-11-13,0,"10,49",game
1184590,CubeHub,2019-12-30,0,"1,74",game
1184640,Hide and Secret: The Lost World,2019-11-21,0,"23,50",game
1184680,Cairo Stark: Crocs Hunter,\N,0,\N,game
1184700,Whispered Secrets: Dreadful Beauty Collector's Edition,2019-11-08,0,"20,69",game
1184710,Cosmo story,2019-12-03,0,"2,29",game
1184720,Later,2020-01-03,0,"14,49",game
1184750,Skeleton vs zombies,2021-08-19,0,"10,89",game
1184760,Shovel Knight Pocket Dungeon,2021-12-13,0,"37,99",game
1184770,The Political Process,2019-11-22,0,"28,99",game
1184780,BOTS,2019-12-05,0,"2,29",game
1184790,SCP: Fragmented Minds,\N,0,"23,99",game
1184810,Mainframe Defenders,2020-02-25,0,"1,74",game
1184820,Poker Quest: Swords and Spades,2022-11-14,0,"46,99",game
1184830,🤬🍆 Demo,\N,1,\N,demo
1184840,Chaos Galaxy,2020-06-16,0,"46,99",game
1184850,Craft The Mapcrafter:Gathering Magic Words,2021-04-22,0,"22,79",game
1184880,Puzzle Girls,2020-04-28,0,"6,99",game
1184890,Fleeting Iris,2021-04-23,0,"37,99",game
1184900,Unitied,2019-11-27,0,"3,49",game
1184960,Aggressors,2020-02-01,0,"10,89",game
1184990,Huuma Mina: The Secret of Immortality,2020-06-04,0,"28,99",game
1185000,Bloody trains,2019-12-17,0,"36,99",game
1185030,Fury Unleashed Demo,2020-09-07,1,\N,demo
1185040,Zapitalism Demo,2020-01-15,1,\N,demo
1185050,Profitania Demo,2020-01-11,1,\N,demo
1185070,Gods of Love: An Otome Visual Novel Demo,2019-11-03,1,\N,demo
1185130,Skeleton vs zombies Demo,2019-11-28,1,\N,demo
1185140,The Golden Cross,2021-02-25,0,"14,49",game
1185160,[Chilla's Art] Inunaki Tunnel | 犬鳴トンネル,2019-11-19,0,"10,49",game
1185190,Climb Challenge,2019-11-18,0,"3,49",game
1185230,Choose for ME,\N,1,\N,game
1185270,经典扫雷,2023-10-17,0,"2,29",game
1185280,The Innkeeper,2020-04-03,0,"6,49",game
1185290,Cahertis,2022-08-16,0,"20,49",game
1185330,Blades of Gory,2019-12-04,0,"22,79",game
1185340,Grace,2020-02-21,1,\N,game
1185360,Alan Sharp,2021-05-23,0,"26,89",game
1185370,Parked In The Dark,2020-09-01,1,\N,game
1185380,The Season of the Warlock,\N,0,\N,game
1185390,How to Become a Ninja: Part 1,2019-11-15,0,"1,74",game
1185400,KuniTure,2019-11-19,1,\N,game
1185410,Minigame Blast,2020-03-24,0,"12,39",game
1185470,Deathbloom: Chapter 2,2020-03-03,0,"32,99",game
1185480,Doom of the Clawn,2020-02-06,0,"2,29",game
1185490,Dark Quest 3,2023-05-24,0,"19,99",game
1185500,Mega Balls,2019-11-24,0,"2,29",game
1185520,Love Rhythm,2019-11-20,0,"10,49",game
1185530,My Wet Leto Comic,2020-05-08,0,"26,49",game
1185550,VR MEDIA VIEWER Demo,2019-11-10,1,\N,demo
1185570,Stickman go,2019-11-28,0,"2,29",game
1185580,Takkyu Tournament Re:Serve,2019-12-14,0,"10,89",game
1185600,The Kingdom of God,2023-01-16,0,"20,69",game
1185620,NecroLand : Undead Corps,2021-06-30,0,"20,69",game
1185630,CubeParkour,2019-11-20,0,"10,89",game
1185660,Sex Adventure - The Board Game,2019-12-06,0,"6,49",game
1185680,White Wings ホワイトウィングス,2020-07-17,0,"59,99",game
1185700,Arrog,2020-07-28,0,"8,00",game
1185720,DREAMO Demo,2019-11-28,1,\N,demo
1185730,Lovely Hentai,2019-11-21,0,"3,49",game
1185740,Mira,2020-03-25,0,"20,69",game
1185780,Forest Ranger Simulator,2024-06-19,0,"28,99",game
1185810,Cyborg Mechanic,\N,0,\N,game
1185820,Hollow Island,2020-01-29,0,"32,99",game
1185870,Skyland 1976,2019-11-17,0,"24,89",game
1185940,Ashkeep,\N,0,\N,game
1185950,Wars of the Roses,2019-11-27,0,"20,69",game
1185960,Napoleon in Russia,2020-02-05,0,"20,69",game
1185970,Bombyman Demo,\N,1,\N,demo
1186030,Death Park,2019-11-25,0,"12,39",game
1186040,Worms Rumble,2020-12-01,0,"37,99",game
1186050,Hero's Spirit,2020-12-31,0,"12,39",game
1186060,toz Demo,2019-11-03,1,\N,demo
1186080,The Adventures of Willow and Ash,2019-11-25,0,"4,49",game
1186100,Beast Brigade,2020-10-15,0,"16,99",game
1186160,All Day Dying: Redux Edition,2019-12-05,1,\N,game
1186200,时之终Klock,\N,1,\N,game
1186220,Wire Lips,2020-01-17,0,"32,99",game
1186260,Bondage Girl,2019-11-27,0,"10,89",game
1186270,Nosferatu Lilinor,2019-11-26,0,"38,21",game
1186280,Dodge If you Can!,2019-12-06,0,"3,49",game
1186290,Ballance: The Return,2019-12-16,0,"6,49",game
1186300,Into The Maze,\N,0,\N,game
1186340,Action Ball 2,2020-02-07,0,"14,49",game
1186350,Lethal Tempting Girls,2020-02-27,0,"10,89",game
1186400,West Sweety,2019-12-13,0,"4,49",game
1186430,I.G.I. Origins,\N,0,\N,game
1186460,Songs of Wuxia,2020-09-20,0,"13,79",game
1186470,Marko: Beyond Brave,2024-09-17,0,"40,96",game
1186510,Land of Ngoto,2019-11-21,0,"27,99",game
1186530,Business Wars - The Card Game,2020-04-03,0,"7,24",game
1186570,Die Fantastischen VR - Fantaventura,2020-02-20,0,"10,89",game
1186580,New York Mysteries: The Outbreak Collector's Edition,2019-12-02,0,"32,99",game
1186590,Unnamed Adventure/无名之旅,2019-11-20,0,"6,49",game
1186600,Nympho Monster Domination,2019-11-21,0,"35,99",game
1186620,Project Starship X Demo,2019-11-09,1,\N,demo
1186630,1971 PROJECT HELIOS,2020-06-09,0,"24,89",game
1186640,Pumpkin Jack,2020-10-23,0,"88,99",game
1186650,MADELA,2021-09-18,0,"6,49",game
1186660,Bare Butt Boxing,2024-08-01,0,"28,99",game
1186670,Fateless,2019-11-28,1,\N,game
1186680,Maximum Momentum,2019-12-10,0,"3,49",game
1186690,Timpu's treasure,2020-04-24,1,\N,game
1186720,The Cruxis Sword,2019-11-22,0,"4,49",game
1186730,Terro Lunkka Adventures,2019-12-09,0,"3,49",game
1186740,Kyle is Famous: Complete Edition,2019-11-18,0,"27,99",game
1186750,Il Sole e la Luna Demo,2019-11-01,1,\N,demo
1186760,Robot Boy,2019-11-27,0,"2,29",game
1186770,Disgrâce,2020-10-15,0,"6,49",game
1186860,反现实症候群γ - Counterrealstic Syndrome γ,2019-11-17,1,\N,game
1186880,OctoFurry,2020-01-31,0,"5,99",game
1186940,Underneath,2020-01-05,0,"8,69",game
1186950,Astro Combat,2024-07-12,0,"10,49",game
1186960,Cowboys vs Hipsters,2019-12-09,1,\N,game
1187020,FAITH Demo,2019-10-30,1,\N,demo
1187030,星礼研究所 | Sighchology Research Lab,2019-12-31,0,"6,49",game
1187110,INVESTMENT HERO,2020-02-01,0,"14,99",game
1187130,Crimson Colosseum,2021-07-30,0,"28,99",game
1187140,Elementary Anatomy: With Story Mode,2021-04-19,0,"20,69",game
1187190,The Knight of the Crimson Tower,2019-11-20,0,"20,49",game
1187210,Fated Kingdom Demo,2019-11-04,1,\N,demo
1187250,Consumed Awakening,2020-06-21,0,"22,79",game
1187270,Territory,\N,0,\N,game
1187330,Tower Tag,2020-05-28,0,"20,69",game
1187410,Master Of Dodging,2020-04-11,0,"4,49",game
1187420,Hasfax,2020-02-13,0,"3,49",game
1187430,SpaceVibes VR,2020-01-16,0,"10,89",game
1187450,Yomi Alliance Demo,2019-11-07,1,\N,demo
1187490,Phoenix Tales,2019-11-03,0,"6,49",game
1187500,Lithium Inmate 39 Relapsed Edition Demo,2019-11-04,1,\N,demo
1187510,Rock Simulator,2019-11-27,0,"6,99",game
1187520,Realms of Darkness,2020-01-30,1,\N,game
1187560,The Game We All Have To Play,2020-02-03,0,"10,49",game
1187600,Wicked Willow,2020-06-02,0,"37,99",game
1187620,Hentai Pazu,2019-12-03,0,"2,09",game
1187640,Totemic,\N,0,\N,game
1187650,Blaze Revolutions,2020-07-15,0,"28,99",game
1187740,InfiniteBeat,2019-11-23,0,"2,29",game
1187780,Displace,2019-11-28,0,"8,69",game
1187790,FULLCHOKE : Clay Shooting VR,2019-11-27,0,"32,99",game
1187830,Incredible Dracula: Witches' Curse,2019-11-13,0,"14,49",game
1187840,Vesper: Zero Light Edition,2021-07-30,0,"20,69",game
1187850,Fairies vs Bugs,2019-11-29,0,"2,29",game
1187870,FORZA POLPO!,2023-05-18,0,"21,44",game
1187900,NARWHAR Project Hornwhale,2019-12-06,1,\N,game
1187910,Third Rule of Universe.,2019-11-15,0,"6,99",game
1187920,Countrified,2021-05-23,1,\N,game
1187940,Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,2020-08-10,0,"107,99",game
1187950,Gaijin Charenji 1 : Kiss or Kill,2019-12-08,0,"32,99",game
1187990,Horribunnies,\N,0,\N,game
1188000,Pulstario,2019-12-23,0,"2,29",game
1188020,Sir Smedieval,2019-12-13,0,"10,89",game
1188060,My hot beach vacation,2019-12-30,0,"10,89",game
1188070,BreadHead Adventure,2019-11-30,0,"3,49",game
1188080,Cats are Liquid - A Better Place,2019-12-14,0,"6,99",game
1188100,Dragon Stone - Legendary Archer,2019-11-29,0,"4,49",game
1188110,Sub Terra Draconis Demo,2019-12-08,1,\N,demo
1188140,Country Road VR,2020-03-12,0,"4,49",game
1188160,Ground Zero Texas - Nuclear Edition,2021-03-23,0,"28,99",game
1188250,GLOWCOMA: chapter 1,2019-11-23,0,"2,29",game
1188260,Creature Card Idle,2019-12-22,1,\N,game
1188270,The Curse of Feldar Vale,2021-08-30,0,"16,99",game
1188280,Coffee Rush,2019-11-21,0,"6,79",game
1188290,Cover Your Eyes,2020-11-06,0,"10,89",game
1188310,Mini Island,2019-11-15,0,"10,49",game
1188320,Minion Mail,\N,0,\N,game
1188330,Classic Sudoku,2019-11-25,0,"10,89",game
1188400,WARRIOR SPIRIT,\N,0,\N,game
1188420,The Lost Throne 失落的王座,\N,1,\N,game
1188430,"Deep, In the  Forest",2020-04-10,0,"29,99",game
1188460,Gravity Escape,2024-09-08,0,"15,27",game
1188490,VainPlanet,2020-04-25,0,"10,89",game
1188520,HIDE AND SEEK,\N,0,\N,game
1188530,WARRIOR SPIRIT Demo,2019-11-05,1,\N,demo
1188540,Apex Aim Trainer,2020-01-29,0,"10,89",game
1188580,Classic Snake Adventures,2019-12-07,0,"18,59",game
1188590,云游志 The Clouds Travel Notes,2019-12-02,0,"20,69",game
1188630,Twitchoos RUN: Socks & Stream,2020-06-23,1,\N,game
1188660,World of relish,2019-12-16,0,"2,29",game
1188670,Castle Commander,2019-11-25,0,"3,49",game
1188690,Speed Masters ASD,2019-11-28,0,"20,69",game
1188710,Bloodholic,2019-11-21,1,\N,game
1188720,Drunken Wrestlers,2020-01-10,1,\N,game
1188760,JEF,2020-02-28,0,"8,69",game
1188800,In the Service of Mrs. Claus,2019-12-12,0,"20,49",game
1188810,In the Service of Mrs. Claus Demo,2019-12-12,1,\N,demo
1188850,Cyberpunk Bar Sim,\N,0,\N,game
1188860,人体图谱,\N,0,\N,game
1188870,Earthbreakers,\N,0,\N,game
1188900,Fire Tonight,2021-08-12,0,"12,39",game
1188920,YUR,2020-09-02,1,\N,game
1188930,Chrono Ark,2024-05-02,0,"73,99",game
1188950,Airhack: Hacking,\N,0,\N,game
1188970,Ether Loop,2020-01-21,0,"24,89",game
1188990,WREST,2020-07-28,0,"37,99",game
1189020,LOGA: Unexpected Adventure,2020-02-17,0,"10,89",game
1189030,DodgeBall: Unleashed,\N,0,\N,game
1189040,Smart Girl : Christmas,2020-02-02,0,"2,29",game
1189050,Hot And Lovely,2020-01-07,0,"6,99",game
1189060,The Floor Is Still Really Cheap Lava,2020-11-25,1,\N,game
1189070,Slimy Sextet,2023-05-19,0,"38,49",game
1189080,Squirrel Legacy,2020-02-11,0,"20,69",game
1189090,Microscope Madness,2019-12-18,0,"4,49",game
1189100,Rise Of The White Sun,2023-09-21,0,"48,99",game
1189120,Posibility,2019-12-12,0,"10,89",game
1189130,Fright Animatronics 2,2023-09-26,0,"23,50",game
1189160,Re.Poly Server,2019-11-13,0,\N,game
1189190,Battle Map Studio,2021-10-20,0,"30,99",game
1189200,Moonlight Basket,2020-06-19,0,"14,49",game
1189210,Yuna and other troubles,2020-01-09,0,"20,69",game
1189220,Exophobia,2024-07-22,0,"35,24",game
1189230,Door in the Woods,2019-12-04,0,"20,69",game
1189250,Super Space Shooter Arena,2019-12-18,1,\N,game
1189290,The Black Grimoire: Cursebreaker,2023-03-10,0,"46,99",game
1189300,Mr. Grayscale Demo,2020-06-17,1,\N,demo
1189320,To Ash and Ember,\N,0,\N,game
1189350,Town Defence,2019-12-28,1,\N,game
1189360,Art of Beauties,2020-01-23,0,"3,49",game
1189370,Safe Not Safe Demo,2022-05-03,1,\N,demo
1189380,Beat Or Die The MiniGames,2019-12-09,0,"4,49",game
1189430,The Daedalus Protocol,2020-08-10,0,\N,game
1189440,VenusBlood FRONTIER International,2020-02-07,0,"75,49",game
1189460,ClickCells: Office Lady,2019-12-12,0,"3,49",game
1189470,Fox-Trot Over Run,2019-12-05,0,"10,89",game
1189490,觅长生,2023-01-12,0,"46,99",game
1189520,Street Hoop,2019-12-31,0,"16,99",game
1189530,hallucination - 幻觉 Demo,2019-12-18,1,\N,demo
1189590,DEUS EX MACHINA: Stage Zero,2019-12-19,1,\N,game
1189600,漫步者 The Walker,2019-12-03,0,"4,49",game
1189630,Path Of Wuxia,2022-11-14,0,"126,16",game
1189650,Post Scriptum CTG: Collectible Token Game,2020-03-12,1,\N,game
1189660,草原恋语--蒙古族民俗非遗传承,\N,0,\N,game
1189680,Degraman: Act I. Vincent,2021-12-10,1,\N,game
1189730,Tales of Tomorrow: Experiment,2022-09-23,0,"20,69",game
1189740,Juken Jigoku | 受験地獄,2020-01-16,0,"6,49",game
1189750,WinTweaker,2019-12-11,0,"10,89",game
1189780,Wallachia: Reign of Dracula,2020-02-28,0,"20,69",game
1189800,Bleeding Edge,2020-03-24,0,"99,00",game
1189820,Lightale,2020-03-03,0,"20,69",game
1189850,鶴鄉戀旅,2020-02-27,1,\N,game
1189940,Ovulation!!DivineFist! Demo,2019-12-06,1,\N,demo
1190000,Car Mechanic Simulator 2021,2021-08-11,0,"73,99",game
1190060,The Last Deathbound,2019-12-13,0,"16,99",game
1190110,H-SNIPER: Middle East,2020-01-16,0,"3,49",game
1190120,Good doktor,2019-12-25,0,"3,09",game
1190130,Araha : Curse of Yieun Island,2020-01-06,0,"30,99",game
1190150,Paint Warfare,2022-03-06,1,\N,game
1190160,LIT: Bend the Light,2020-05-15,0,"14,49",game
1190170,OlliOlli World,2022-02-07,0,"59,90",game
1190180,Arrow,2019-11-26,1,\N,game
1190190,Nick Reckless in The Curse of the Lost Cause,2021-10-08,0,"20,69",game
1190230,Robber's Horror,2020-04-09,0,"3,49",game
1190260,TrymenT ―Ima o Kaetai to Negau Anata e― Trial Version,2019-11-22,1,\N,demo
1190270,Long Count,2020-01-09,0,"8,49",game
1190310,Dancing Arrow : Beat Smash,2019-12-26,0,"47,49",game
1190320,FOOD FACTORY VR,2020-04-22,0,"20,69",game
1190350,4th Super Industrial Revolution Wars,\N,0,\N,game
1190370,Tank Hurricane,2019-12-10,0,"6,99",game
1190380,Race Race Racer,2019-12-02,0,"2,29",game
1190400,The Wonderful 101: Remastered,2020-05-19,0,"150,00",game
1190410,Crazy city,2019-11-27,0,"2,29",game
1190480,Heebie Jeebies: The Roller Coaster,2019-11-20,0,"10,89",game
1190540,SOONA,2020-07-13,0,"4,49",game
1190560,Scriptum VR: The Neighbor's House Escape Room,2019-12-03,0,"16,59",game
1190590,Ice Cream Fantasy,2019-11-22,0,"3,49",game
1190600,Captain Hardcore,\N,0,\N,game
1190630,Project J,2020-04-24,0,"8,69",game
1190640,Memory Match Saga,2019-11-22,0,"6,99",game
1190690,IOX,2019-12-23,1,\N,game
1190710,CapsuleMan,\N,0,\N,game
1190720,Phantom Hills,\N,0,\N,game
1190730,Colony Ship: A Post-Earth Role Playing Game Demo,2020-04-15,1,\N,demo
1190740,Ruff 'N' Tumble: Mayhem,\N,0,\N,game
1190750,GameAssistant: The Tool For Every Gamer,2020-03-02,1,\N,game
1190760,Tales of the Deck,2020-02-06,0,"20,69",game
1190780,DooM in the Dark 2,2019-11-21,0,"23,50",game
1190810,Ghetto Conspiracy,2019-12-16,0,"6,49",game
1190820,Booobjz,2021-02-28,0,"3,49",game
1190840,Boomer Remover,2019-12-18,0,"3,49",game
1190900,Legend of the 9 Swords: Side Story,2019-11-28,1,\N,game
1190910,Defend Them !,2021-02-16,0,"16,99",game
1190930,ScribbleDude,2020-01-31,0,"14,49",game
1190970,House Flipper 2,2023-12-14,0,"107,99",game
1190980,Hoarding Simulator,2019-11-24,0,"6,49",game
1190990,Colormeleons,2020-05-11,0,"3,49",game
1191000,Pick Your Poison,\N,0,\N,game
1191070,[Chilla's Art] Yuki Onna | 雪女,2020-01-02,0,"16,99",game
1191080,SANCTION,2022-06-10,0,"29,99",game
1191090,Gataela Demo,2019-11-22,1,\N,demo
1191100,Hentai Waifu,2019-11-25,0,"3,49",game
1191120,Growing Up,2021-10-13,0,"46,99",game
1191150,Null & Peta -Invasion of the Queen Bug- Demo,2019-12-09,1,\N,demo
1191210,Seek Girl Ⅲ,2019-12-05,0,"3,49",game
1191260,Touken Ranbu Warriors,2022-05-23,0,"349,00",game
1191270,Arzt Simulator,2019-12-02,0,"28,99",game
1191280,12 Labours of Hercules X: Greed for Speed,2020-04-22,0,"24,89",game
1191330,Inferna,2019-12-20,1,\N,game
1191360,Sparklite Demo,2019-11-12,1,\N,demo
1191420,Fake Lay,2020-05-05,1,\N,game
1191430,Help The Minotaur,2020-01-10,0,"6,99",game
1191440,Forgotten Ways,2020-05-27,0,"4,49",game
1191450,Plasmoid,2019-12-01,0,"20,49",game
1191510,PixHunter,2020-01-05,0,"6,99",game
1191530,BOX Demo,2019-11-09,1,\N,demo
1191540,Streamer Shall Not Pass!,2019-11-21,0,"26,99",game
1191550,Fifo's Night,2020-10-29,1,\N,game
1191570,Hero Soul: I want to be a Hero!,2020-11-16,0,"20,69",game
1191580,Nexomon,2020-07-10,0,"20,69",game
1191590,End of War 1945,2020-05-08,0,"28,99",game
1191610,Memory,2020-04-29,0,"28,99",game
1191620,Spidersaurs,2022-07-14,0,"37,99",game
1191630,Shantae and the Seven Sirens,2020-05-28,0,"28,99",game
1191650,Time Travel Trainer,2019-12-04,0,"2,29",game
1191660,Rebel Transmute,2024-03-11,0,"59,99",game
1191680,境界 Dice&Fighter,2019-11-26,0,"8,69",game
1191690,Skull Head World,2020-08-07,0,"13,79",game
